CustomerID,total_spend,total_orders,total_items,avg_order_value,segment,segment_name
12346,77183.6,1,74215,77183.6,1,High Value
12347,4310.0,7,2458,23.681318681318682,0,Low Value
12348,1797.24,4,2341,57.97548387096774,0,Low Value
12349,1757.55,1,631,24.076027397260273,0,Low Value
12350,334.40000000000003,1,197,19.67058823529412,0,Low Value
12352,2506.04,8,536,29.482823529411764,0,Low Value
12353,89.0,1,20,22.25,0,Low Value
12354,1079.4,1,530,18.610344827586207,0,Low Value
12355,459.40000000000003,1,240,35.338461538461544,0,Low Value
12356,2811.43,3,1591,47.65135593220339,0,Low Value
12357,6207.67,1,2708,47.38679389312977,0,Low Value
12358,1168.06,2,248,61.47684210526315,0,Low Value
12359,6372.58,4,1622,25.695887096774193,0,Low Value
12360,2662.06,3,1165,20.63612403100775,0,Low Value
12361,189.9,1,91,18.990000000000002,0,Low Value
12362,5226.2300000000005,10,2229,19.64748120300752,0,Low Value
12363,552.0,2,408,24.0,0,Low Value
12364,1313.1,4,1506,15.448235294117646,0,Low Value
12365,641.38,2,174,29.153636363636362,0,Low Value
12367,168.9,1,173,15.354545454545455,0,Low Value
12370,3545.69,4,2353,21.231676646706585,0,Low Value
12371,1887.96,2,591,29.96761904761905,0,Low Value
12372,1298.04,3,794,24.962307692307693,0,Low Value
12373,364.6,1,197,26.042857142857144,0,Low Value
12374,742.9300000000001,1,342,22.513030303030305,0,Low Value
12375,457.5,2,178,26.91176470588235,0,Low Value
12377,1628.1200000000001,2,944,21.144415584415587,0,Low Value
12378,4008.62,1,2529,18.30420091324201,0,Low Value
12379,852.24,2,407,21.306,0,Low Value
12380,2724.81,4,1127,26.200096153846154,0,Low Value
12381,1845.31,5,808,21.21045977011494,0,Low Value
12383,1850.56,5,1532,18.69252525252525,0,Low Value
12384,585.27,2,126,21.676666666666666,0,Low Value
12386,401.9,2,354,40.19,0,Low Value
12388,2780.6600000000003,6,1462,27.806600000000003,0,Low Value
12390,549.84,1,353,17.1825,0,Low Value
12391,460.89,1,300,4.6089,0,Low Value
12393,1582.6000000000001,4,816,24.728125000000002,0,Low Value
12394,1272.48,2,819,47.12888888888889,0,Low Value
12395,3018.63,12,2118,19.350192307692307,0,Low Value
12397,2409.9,2,1263,19.126190476190477,0,Low Value
12398,1635.6599999999999,1,1394,19.24305882352941,0,Low Value
12399,1108.65,4,1178,18.790677966101697,0,Low Value
12401,84.3,1,11,16.86,0,Low Value
12402,225.60000000000002,1,94,20.50909090909091,0,Low Value
12403,427.7,1,96,85.53999999999999,0,Low Value
12405,1710.39,1,857,31.67388888888889,0,Low Value
12406,3415.3,2,1818,32.52666666666667,0,Low Value
12407,1708.12,5,1416,22.18337662337662,0,Low Value
12408,2888.55,5,1409,27.51,0,Low Value
12409,11072.67,3,5551,101.58412844036697,0,Low Value
12410,693.33,2,211,26.66653846153846,0,Low Value
12412,1226.88,3,829,20.112786885245903,0,Low Value
12413,758.1,3,286,19.95,0,Low Value
12414,562.4100000000001,3,300,31.245000000000005,0,Low Value
12415,124914.53,21,77374,174.95032212885152,2,Medium Value
12417,3649.1,9,1552,19.005729166666665,0,Low Value
12418,668.58,1,407,19.664117647058823,0,Low Value
12420,600.39,1,345,20.70310344827586,0,Low Value
12421,807.04,4,484,17.93422222222222,0,Low Value
12422,803.5600000000001,3,370,20.604102564102565,0,Low Value
12423,1859.31,8,1339,14.87448,0,Low Value
12424,1760.96,2,740,58.69866666666667,0,Low Value
12425,777.2,1,496,21.58888888888889,0,Low Value
12426,582.73,1,258,19.424333333333333,0,Low Value
12427,825.8000000000001,3,533,26.638709677419357,0,Low Value
12428,7956.46,9,3536,27.062789115646257,0,Low Value
12429,3750.4,4,1557,38.66391752577319,0,Low Value
12430,256.4,1,117,23.30909090909091,0,Low Value
12431,6487.45,15,2906,27.606170212765957,0,Low Value
12432,5059.32,5,1801,46.845555555555556,0,Low Value
12433,13375.87,7,11071,31.847309523809525,0,Low Value
12434,806.14,2,394,16.122799999999998,0,Low Value
12435,7829.89,2,2055,217.49694444444447,0,Low Value
12436,509.01,1,211,31.813125,0,Low Value
12437,4951.41,18,2922,24.88145728643216,0,Low Value
12438,2906.85,2,1180,29.66173469387755,0,Low Value
12441,173.55,1,121,15.77727272727273,0,Low Value
12442,172.06,1,182,14.338333333333333,0,Low Value
12444,5005.46,5,1153,28.440113636363638,0,Low Value
12445,133.4,1,62,33.35,0,Low Value
12446,1002.3100000000001,1,351,17.584385964912283,0,Low Value
12447,476.49,1,190,18.326538461538462,0,Low Value
12448,449.45,1,243,20.429545454545455,0,Low Value
12449,4067.29,4,1553,21.294712041884818,0,Low Value
12450,197.88,2,128,24.735,0,Low Value
12451,9035.52,5,6575,25.524067796610172,0,Low Value
12452,430.57000000000005,2,185,19.57136363636364,0,Low Value
12453,707.09,1,473,16.443953488372095,0,Low Value
12454,3528.34,1,1006,235.22266666666667,0,Low Value
12455,2466.86,6,2089,27.409555555555556,0,Low Value
12456,3181.04,3,1633,25.44832,0,Low Value
12457,2363.23,7,843,38.11661290322581,0,Low Value
12458,947.4,2,506,24.931578947368422,0,Low Value
12461,826.88,2,287,23.62514285714286,0,Low Value
12462,1189.59,2,536,19.186935483870965,0,Low Value
12463,1344.78,4,776,16.202168674698793,0,Low Value
12464,1212.05,8,112,41.79482758620689,0,Low Value
12465,742.19,2,479,15.791276595744682,0,Low Value
12468,729.54,2,366,19.198421052631577,0,Low Value
12471,19824.05,30,8212,43.09576086956522,0,Low Value
12472,6572.11,7,4148,19.386755162241887,0,Low Value
12473,3938.55,5,2439,23.44375,0,Low Value
12474,7375.79,18,4847,17.395731132075472,0,Low Value
12475,723.38,1,535,20.093888888888888,0,Low Value
12476,6816.42,11,2408,29.255021459227468,0,Low Value
12477,13219.74,6,3653,44.065799999999996,0,Low Value
12478,680.99,1,236,18.91638888888889,0,Low Value
12479,527.2,1,385,17.006451612903227,0,Low Value
12480,3281.63,4,1707,21.309285714285714,0,Low Value
12481,5596.32,10,3304,25.789493087557602,0,Low Value
12483,2484.98,8,1110,33.133066666666664,0,Low Value
12484,4541.72,6,2191,13.126358381502891,0,Low Value
12488,1298.66,3,529,23.612000000000002,0,Low Value
12489,334.93,1,105,22.328666666666667,0,Low Value
12490,5417.93,10,3064,22.114,0,Low Value
12491,460.40000000000003,1,260,17.70769230769231,0,Low Value
12492,263.21000000000004,2,192,13.160500000000003,0,Low Value
12493,433.74,2,207,19.715454545454545,0,Low Value
12494,1246.1,7,707,16.18311688311688,0,Low Value
12497,1043.1,1,1236,74.50714285714285,0,Low Value
12498,403.70000000000005,3,159,17.55217391304348,0,Low Value
12500,4257.82,11,2678,69.80032786885245,0,Low Value
12501,2169.39,1,1783,14.559664429530201,0,Low Value
12502,3723.87,5,820,25.332448979591835,0,Low Value
12504,482.04999999999995,2,90,53.5611111111111,0,Low Value
12506,73.5,1,23,3.1956521739130435,0,Low Value
12507,1304.81,3,894,62.13380952380952,0,Low Value
12508,398.27,2,272,5.772028985507246,0,Low Value
12509,176.5,1,55,25.214285714285715,0,Low Value
12510,982.5699999999999,2,353,29.774848484848484,0,Low Value
12512,138.03,2,99,4.059705882352941,0,Low Value
12513,612.29,1,462,17.494,0,Low Value
12514,1017.6800000000001,1,440,19.95450980392157,0,Low Value
12515,383.7,1,131,23.98125,0,Low Value
12516,1312.06,2,875,50.46384615384615,0,Low Value
12517,2502.84,5,1371,8.812816901408452,0,Low Value
12518,2056.89,5,1318,16.58782258064516,0,Low Value
12519,340.84000000000003,1,183,18.935555555555556,0,Low Value
12520,2634.26,5,1439,17.330657894736845,0,Low Value
12521,599.68,1,309,15.781052631578946,0,Low Value
12522,192.72,2,194,16.06,0,Low Value
12523,1789.77,11,865,16.884622641509434,0,Low Value
12524,4485.72,8,3699,31.150833333333335,0,Low Value
12526,1316.66,3,632,18.54450704225352,0,Low Value
12527,348.71000000000004,3,234,19.37277777777778,0,Low Value
12528,1933.48,6,756,21.01608695652174,0,Low Value
12530,1662.28,4,913,25.186060606060607,0,Low Value
12531,125.22,1,45,7.365882352941177,0,Low Value
12532,349.83000000000004,1,153,21.864375000000003,0,Low Value
12534,1089.18,1,651,17.28857142857143,0,Low Value
12535,716.35,2,219,21.069117647058825,0,Low Value
12536,12601.830000000002,3,2803,48.282873563218395,0,Low Value
12538,363.95,1,191,17.33095238095238,0,Low Value
12539,5568.35,4,2067,20.396886446886448,0,Low Value
12540,13400.24,17,6685,28.03397489539749,0,Low Value
12541,981.18,3,680,18.868846153846153,0,Low Value
12544,372.7,1,136,19.61578947368421,0,Low Value
12545,1000.39,2,523,20.0078,0,Low Value
12546,1161.5,2,633,16.833333333333332,0,Low Value
12547,207.8,2,134,25.975,0,Low Value
12548,95.19999999999999,1,49,19.04,0,Low Value
12550,964.83,1,569,16.92684210526316,0,Low Value
12551,168.0,1,100,16.8,0,Low Value
12552,437.82,2,88,21.891,0,Low Value
12553,3692.28,10,1965,19.33130890052356,0,Low Value
12556,603.71,2,358,4.989338842975207,0,Low Value
12557,11990.960000000001,5,4384,363.36242424242425,0,Low Value
12558,269.96,1,196,24.54181818181818,0,Low Value
12559,561.71,2,283,26.74809523809524,0,Low Value
12560,2134.01,3,1110,20.323904761904764,0,Low Value
12561,238.85,1,177,14.928125,0,Low Value
12562,3781.7400000000002,7,1779,22.510357142857146,0,Low Value
12564,456.90000000000003,1,133,21.75714285714286,0,Low Value
12565,145.92000000000002,1,80,16.213333333333335,0,Low Value
12566,351.65,1,265,18.507894736842104,0,Low Value
12567,9401.28,10,4305,21.079103139013455,0,Low Value
12569,4124.6900000000005,32,1801,21.93984042553192,0,Low Value
12571,519.61,2,523,15.28264705882353,0,Low Value
12572,1020.4200000000001,2,452,17.007,0,Low Value
12573,160.54000000000002,1,84,5.733571428571429,0,Low Value
12574,218.45000000000002,1,61,19.85909090909091,0,Low Value
12576,1315.83,5,967,14.952613636363635,0,Low Value
12577,657.8,3,472,4.474829931972788,0,Low Value
12578,2794.51,2,1196,24.51324561403509,0,Low Value
12579,440.42,1,285,15.18689655172414,0,Low Value
12580,415.7,1,238,17.320833333333333,0,Low Value
12581,197.71,1,161,13.180666666666667,0,Low Value
12582,511.36,2,300,23.243636363636366,0,Low Value
12583,7281.38,15,5060,29.47927125506073,0,Low Value
12584,2338.15,9,416,24.355729166666666,0,Low Value
12585,2040.1,2,1279,23.44942528735632,0,Low Value
12586,196.94000000000003,1,79,17.903636363636366,0,Low Value
12587,144.0,1,51,36.0,0,Low Value
12588,214.89999999999998,1,53,21.49,0,Low Value
12589,646.68,2,306,18.47657142857143,0,Low Value
12590,9864.26,2,4283,145.06264705882353,0,Low Value
12591,452.84999999999997,1,228,17.41730769230769,0,Low Value
12592,437.6,2,290,24.311111111111114,0,Low Value
12593,418.1,3,206,19.90952380952381,0,Low Value
12594,3338.2200000000003,10,1777,28.290000000000003,0,Low Value
12596,618.27,2,474,22.898888888888887,0,Low Value
12597,3811.22,4,2236,18.50106796116505,0,Low Value
12598,3023.08,8,1964,22.902121212121212,0,Low Value
12599,1032.58,7,956,16.654516129032256,0,Low Value
12600,2599.04,10,774,40.61,0,Low Value
12601,577.0600000000001,5,245,20.609285714285715,0,Low Value
12602,153.12,1,162,12.76,0,Low Value
12603,739.1999999999999,1,63,369.59999999999997,0,Low Value
12604,254.18,2,201,15.88625,0,Low Value
